step_1_elapsed_time, step_2_elapsed_time, step_3_elapsed_time, step_4_elapsed_time, step_5_elapsed_time, step_6_elapsed_time, step_7_elapsed_time, step_8_elapsed_time
49, 2846, 5280, 2139, 2741, 9424, 1459, 1399
